run,method,decode,angle_count,projection_sum,projection_max,detection_limit_mgml,roi_r_squared,final_nll,final_rel,projection_path,system_matrix_path,reconstruction_path,volume_path,note
traditional_5,em_tv,none,5.0,219811.17919474258,54.956781379291606,0.5495999562797874,0.9470275783308235,-395025.47241163556,0.2355821482917883,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/simulation/PMMA_3d0_5.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_5_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison_clipped_quick/traditional_5_em_tv/reconstruction.png,results/effect_comparison_clipped_quick/traditional_5_em_tv/reconstruction.npy,Single-pinhole 5-angle simulation baseline.
mask_5_model,em_tv,none,5.0,10913099.560159996,1841.6750066928898,8.48685063781304,0.7999205363148764,-54012068.4646093,0.1586554848188184,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/mask/geometry_5_proj_cmask9_grid_p6_d1d25.npy,data/system_matrix/cij_5_3d_mod30_cmask_grid3x3_n9_p6_d1d25_lim0d5_xy60_z40_att_pmma_clipx80pad40.npz,results/effect_comparison_clipped_quick/mask_5_model_em_tv/reconstruction.png,results/effect_comparison_clipped_quick/mask_5_model_em_tv/reconstruction.npy,9-hole mask projection reconstructed directly with a matching multi-hole system matrix.
