candidate_id,family,hole_count,hole_diameter_mm,min_distance_mm,total_open_area_mm2,support_mode,angle_set,angle_indices,throughput_detection_phantom,throughput_lumpy_phantom,throughput_heldout_phantom,comments,json_path,sensitivity_mean,sensitivity_cv,sensitivity_min_over_mean,active_voxel_fraction,roi_sensitivity_mean,roi_sensitivity_cv,roi_active_voxel_fraction,global_truncation_physical_mean,global_truncation_physical_p95,global_truncation_padded_mean,roi_truncation_physical_mean,roi_truncation_physical_p95,roi_truncation_padded_mean,overlap_mean,overlap_max,overlap_high_fraction,global_coherence_max,global_coherence_p95,roi_coherence_max,roi_coherence_p95,task_fisher_d2_mean,task_fisher_d2_min,task_crlb_mean,task_crlb_max,ranking_score
blue_noise_n5_d0d75_mind6_s0,blue_noise,5,0.75,6.0,2.2089323345553233,physical_padded,phase0_default,"0,9,18,27,36",0.8233313104301057,0.3162251405114784,0.3211627357625742,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind6_s0.json,7.725581394285916e-05,0.17260417845510917,0.41427317850268763,1.0,6.45419564072736e-05,0.08702770218872287,1.0,0.5842366666666666,0.68,0.3950983333333334,0.6321635610766047,0.66,0.4000000000000001,0.048725827737493226,0.15166757842343542,0.0,0.17489415407180786,0.01350758969783783,0.5615895390510559,0.14499062299728394,9.669813894068324e-07,7.084833186457824e-07,1087840.6616665022,1411465.8365018838,-2.0487449505152653
blue_noise_n5_d0d75_mind6_s1,blue_noise,5,0.75,6.0,2.2089323345553233,physical_padded,phase0_default,"0,9,18,27,36",0.7971865416710192,0.3093579390586849,0.3185991938085772,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind6_s1.json,7.583082501221697e-05,0.2568910311763689,0.41907166906404375,1.0,6.065386362002175e-05,0.08145747239233814,1.0,0.6078616666666666,0.74,0.370875,0.6445341614906831,0.67,0.3739233954451346,0.03835572063412841,0.1572246472197469,0.0,0.5123554468154907,0.009526941925287247,0.6412087678909302,0.1511462777853012,9.544590013698105e-07,6.948832910419812e-07,1088817.8330881423,1439090.5823918928,-2.137158472411011
blue_noise_n5_d1d25_mind3_s0,blue_noise,5,1.25,3.0,6.135923151542564,physical_padded,phase0_default,"0,9,18,27,36",2.2034462565190283,0.783474697070574,0.8116931795051414,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind3_s0.json,0.00021952168970352625,0.176586148393842,0.410811075561524,1.0,0.00017909263524449687,0.07113127085201819,1.0,0.5616783333333333,0.6452499999999987,0.306875,0.6203933747412008,0.64,0.3660973084886129,0.07733382547613428,0.3270856166353625,0.0,0.1426195502281189,0.01315023098140955,0.5856965184211731,0.10603667795658112,1.7440249215063373e-06,1.3170340351179804e-06,585066.241214366,759281.8206178093,-2.0501827433767748
blue_noise_n5_d1d25_mind3_s1,blue_noise,5,1.25,3.0,6.135923151542564,physical_padded,phase0_default,"0,9,18,27,36",2.0495328461834124,0.7610726035506798,0.7668200848560698,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind3_s1.json,0.0002095122634993209,0.2372020669644829,0.5633517629638285,1.0,0.00015043997498371736,0.05146095359524795,1.0,0.5847383333333334,0.685,0.37684500000000004,0.6674844720496894,0.69,0.463871635610766,0.08615702967823244,0.4581403516886422,0.0,0.18245510756969452,0.011727368459105492,0.5199864506721497,0.09103293716907501,1.8573118193598452e-06,1.158950056537749e-06,582620.9001392667,862849.9514357013,-2.2947827726241825
blue_noise_n5_d1d25_mind6_s0,blue_noise,5,1.25,6.0,6.135923151542564,physical_padded,phase0_default,"0,9,18,27,36",2.1709006603730354,0.7640073759602042,0.7775308813503323,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind6_s0.json,0.00021440258319847105,0.16426264675478644,0.42623625139886784,1.0,0.00017926380889547695,0.08184679156735332,1.0,0.5840216666666667,0.68,0.39463000000000004,0.6322153209109731,0.655,0.4000000000000001,0.05628079139632134,0.17352005563356346,0.0,0.18586337566375732,0.009518344886600971,0.5141104459762573,0.07534019649028778,1.877126286319713e-06,1.3461063206982268e-06,556921.5935825264,742883.3700753287,-1.9456858021143908
blue_noise_n5_d1d25_mind6_s1,blue_noise,5,1.25,6.0,6.135923151542564,physical_padded,phase0_default,"0,9,18,27,36",2.106673460920363,0.7442267629097763,0.7702721301424231,blue-noise sparse 5-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind6_s1.json,0.00021033577361760658,0.24893743029847146,0.4212426344586153,1.0,0.00017098197284303696,0.07595289863431677,1.0,0.6073483333333333,0.72,0.3707600000000001,0.6387474120082816,0.665,0.3629399585921325,0.04418602116693654,0.17978239425331144,0.0,0.19192452728748322,0.00990891270339489,0.4623226821422577,0.0897240936756134,1.9723806081116435e-06,1.3656205378177758e-06,530251.9429817302,732267.8389107801,-2.0289063069757267
blue_noise_n7_d0d75_mind3_s0,blue_noise,7,0.75,3.0,3.0925052683774528,physical_padded,phase0_default,"0,9,18,27,36",1.138073018159035,0.43404315535583715,0.4405304904861562,blue-noise sparse 7-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind3_s0.json,0.00011284804245061224,0.17403810727951521,0.5530169623980371,1.0,8.275587018240862e-05,0.07560604760526325,1.0,0.5635642857142857,0.6642857142857143,0.32056190476190477,0.6475155279503105,0.675,0.4100561963916002,0.08349204918448229,0.4148046957212605,0.0,0.2128787636756897,0.015357736498117447,0.5742273926734924,0.13179384171962738,9.698025221992243e-07,7.345610152076937e-07,1054522.1441361418,1361357.2995256966,-2.2544149798983195
blue_noise_n7_d0d75_mind3_s1,blue_noise,7,0.75,3.0,3.0925052683774528,physical_padded,phase0_default,"0,9,18,27,36",1.3771211909793184,0.5042171964746549,0.5104853033924399,blue-noise sparse 7-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind3_s1.json,0.00013419136350775664,0.14674237904591786,0.6739614445614824,1.0,0.00011274069843125774,0.051857686814880365,1.0,0.5075428571428571,0.6214285714285714,0.3413071428571428,0.5454081632653062,0.5642857142857143,0.39329340431824905,0.11857720661297104,0.5482233381848733,0.047619047619047616,0.28876549005508423,0.01732521690428257,0.6061500906944275,0.13456174731254578,1.0659341160652183e-06,9.00786816015464e-07,948590.247798964,1110140.5817898125,-2.0910934318006897
blue_noise_n7_d0d75_mind6_s0,blue_noise,7,0.75,6.0,3.0925052683774528,physical_padded,phase0_default,"0,9,18,27,36",1.0336680731007668,0.37377756089608316,0.3803944561171086,blue-noise sparse 7-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind6_s0.json,9.492711677659953e-05,0.19641067125369885,0.33476788807523256,1.0,9.117483022026618e-05,0.10615983540904902,1.0,0.632497619047619,0.7035714285714286,0.3783059523809523,0.6263235729074239,0.6571428571428571,0.287488908606921,0.060793537079884184,0.49053464817948117,0.0,0.16512995958328247,0.012311340309679508,0.4808309078216553,0.1295626312494278,1.346819570533078e-06,9.330496361795717e-07,783532.0161005795,1071754.3432036056,-2.392064239328517
blue_noise_n7_d0d75_mind6_s1,blue_noise,7,0.75,6.0,3.0925052683774528,physical_padded,phase0_default,"0,9,18,27,36",1.0862912290401185,0.42226644906738176,0.43249381184279023,blue-noise sparse 7-hole candidate,/home/venti/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind6_s1.json,0.00011029585610637138,0.18850631643972618,0.3496676081355828,1.0,7.24011474221864e-05,0.09544443727102955,1.0,0.5799464285714286,0.6821428571428572,0.35081547619047615,0.67298876072168,0.7071428571428572,0.4796879621413782,0.07473781064545026,0.29243065339146684,0.0,0.28578245639801025,0.015058240853250027,0.6279150247573853,0.15255990624427795,8.599137340851576e-07,7.67871507486811e-07,1173505.3899077252,1302301.2186933842,-2.2358567349339906
