candidate_id,family,hole_count,hole_diameter_mm,min_distance_mm,actual_min_distance_mm,mask_radius_mm,total_open_area_mm2,hole_centers_mm,comments,json_path
blue_noise_n3_d0d75_mind3_s0,blue_noise,3,0.75,3.0,8.64384197953458,9.0,1.325359400733194,"[[0.0, 0.0], [-2.814366183608737, -8.172842048622002], [7.215752991055118, 4.979088337026268]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d0d75_mind3_s0.json
blue_noise_n3_d0d75_mind3_s1,blue_noise,3,0.75,3.0,8.269882633969004,9.0,1.325359400733194,"[[0.0, 0.0], [-5.8590605006536185, -5.836297527482872], [6.6900471190752375, 5.65657201202385]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d0d75_mind3_s1.json
blue_noise_n3_d0d75_mind6_s0,blue_noise,3,0.75,6.0,8.814968587715864,9.0,1.325359400733194,"[[0.0, 0.0], [8.625801155936584, 1.816377059054783], [-8.986709585312768, -0.26902056871186164]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d0d75_mind6_s0.json
blue_noise_n3_d0d75_mind6_s1,blue_noise,3,0.75,6.0,8.752644278790305,9.0,1.325359400733194,"[[0.0, 0.0], [-5.0542507821582525, 7.145861102910787], [-5.134029963729662, -7.194124092359601]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d0d75_mind6_s1.json
blue_noise_n3_d1d25_mind3_s0,blue_noise,3,1.25,3.0,8.64384197953458,9.0,3.6815538909255388,"[[0.0, 0.0], [-2.814366183608737, -8.172842048622002], [7.215752991055118, 4.979088337026268]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d1d25_mind3_s0.json
blue_noise_n3_d1d25_mind3_s1,blue_noise,3,1.25,3.0,8.269882633969004,9.0,3.6815538909255388,"[[0.0, 0.0], [-5.8590605006536185, -5.836297527482872], [6.6900471190752375, 5.65657201202385]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d1d25_mind3_s1.json
blue_noise_n3_d1d25_mind6_s0,blue_noise,3,1.25,6.0,8.814968587715864,9.0,3.6815538909255388,"[[0.0, 0.0], [8.625801155936584, 1.816377059054783], [-8.986709585312768, -0.26902056871186164]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d1d25_mind6_s0.json
blue_noise_n3_d1d25_mind6_s1,blue_noise,3,1.25,6.0,8.752644278790305,9.0,3.6815538909255388,"[[0.0, 0.0], [-5.0542507821582525, 7.145861102910787], [-5.134029963729662, -7.194124092359601]]",blue-noise sparse 3-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n3_d1d25_mind6_s1.json
blue_noise_n5_d0d75_mind3_s0,blue_noise,5,0.75,3.0,7.153815419947682,9.0,2.2089323345553233,"[[0.0, 0.0], [-7.686527324389673, -3.9521036880355376], [4.594769562168582, -6.5762160062835715], [7.152188533934813, 0.15255896477303985], [4.376055089816319, 7.318237208555327]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind3_s0.json
blue_noise_n5_d0d75_mind3_s1,blue_noise,5,0.75,3.0,7.478939467585902,9.0,2.2089323345553233,"[[0.0, 0.0], [8.485087055401928, 2.171834406261249], [5.6066495791349125, -6.6094975468829], [-1.8349901008909755, -7.355509900988572], [-5.868962778662724, 6.259901509191029]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind3_s1.json
blue_noise_n5_d0d75_mind6_s0,blue_noise,5,0.75,6.0,8.024908839692042,9.0,2.2089323345553233,"[[0.0, 0.0], [2.424293385075027, 8.472013350317672], [-2.43924613298889, -7.645210277557199], [-6.933084420257752, 4.2627928811593145], [7.22755965262251, -3.717724557622534]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind6_s0.json
blue_noise_n5_d0d75_mind6_s1,blue_noise,5,0.75,6.0,7.739973406771827,9.0,2.2089323345553233,"[[0.0, 0.0], [-0.8215756984987244, -8.771340368108532], [7.4317721488644315, 4.470749954810533], [-5.546290843891847, 6.761702984118758], [-8.278466292437056, -0.48000991103953244]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d0d75_mind6_s1.json
blue_noise_n5_d1d25_mind3_s0,blue_noise,5,1.25,3.0,7.153815419947682,9.0,6.135923151542564,"[[0.0, 0.0], [-7.686527324389673, -3.9521036880355376], [4.594769562168582, -6.5762160062835715], [7.152188533934813, 0.15255896477303985], [4.376055089816319, 7.318237208555327]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind3_s0.json
blue_noise_n5_d1d25_mind3_s1,blue_noise,5,1.25,3.0,7.478939467585902,9.0,6.135923151542564,"[[0.0, 0.0], [8.485087055401928, 2.171834406261249], [5.6066495791349125, -6.6094975468829], [-1.8349901008909755, -7.355509900988572], [-5.868962778662724, 6.259901509191029]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind3_s1.json
blue_noise_n5_d1d25_mind6_s0,blue_noise,5,1.25,6.0,8.024908839692042,9.0,6.135923151542564,"[[0.0, 0.0], [2.424293385075027, 8.472013350317672], [-2.43924613298889, -7.645210277557199], [-6.933084420257752, 4.2627928811593145], [7.22755965262251, -3.717724557622534]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind6_s0.json
blue_noise_n5_d1d25_mind6_s1,blue_noise,5,1.25,6.0,7.739973406771827,9.0,6.135923151542564,"[[0.0, 0.0], [-0.8215756984987244, -8.771340368108532], [7.4317721488644315, 4.470749954810533], [-5.546290843891847, 6.761702984118758], [-8.278466292437056, -0.48000991103953244]]",blue-noise sparse 5-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n5_d1d25_mind6_s1.json
blue_noise_n7_d0d75_mind3_s0,blue_noise,7,0.75,3.0,5.09774176679618,9.0,3.0925052683774528,"[[0.0, 0.0], [7.584638339253955, -2.6229345442196603], [1.8930203767830345, -7.082913696684153], [-5.0622355929294995, -6.564696133676754], [-6.499080915693372, 2.3797062187744857], [5.836579704290475, 4.194945834834702], [-4.898067337432205, 7.219512686306181]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind3_s0.json
blue_noise_n7_d0d75_mind3_s1,blue_noise,7,0.75,3.0,4.359774806271148,9.0,3.0925052683774528,"[[0.0, 0.0], [4.03347537142557, -7.907259401876844], [-8.57127469811885, 0.2952930092138231], [-1.0146281773707893, -6.374669628445808], [-4.924067540155167, -2.242866897676326], [-1.0663436098395254, 8.611379166492359], [-2.262427383329033, 3.7268027445197003]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind3_s1.json
blue_noise_n7_d0d75_mind6_s0,blue_noise,7,0.75,6.0,6.824875797413981,9.0,3.0925052683774528,"[[0.0, 0.0], [3.666358684908649, -7.4409247190813295], [7.922518278163539, -1.3109251439134453], [-6.935050860534166, 4.5158524399244735], [0.9095324203367562, 8.878515923175728], [-7.197217367281083, -4.313189416837567], [6.846740646943407, 5.5127339747956166]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind6_s0.json
blue_noise_n7_d0d75_mind6_s1,blue_noise,7,0.75,6.0,6.930455669253792,9.0,3.0925052683774528,"[[0.0, 0.0], [-4.7590059894296495, -6.424732126639338], [6.881612835017413, 1.2088928609876373], [4.010960403020774, -7.256326950994679], [2.0162950843382856, 6.63066888906129], [-5.570173468532178, 6.70653832972833], [-8.170658834874692, 0.08699795288325009]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d0d75_mind6_s1.json
blue_noise_n7_d1d25_mind3_s0,blue_noise,7,1.25,3.0,5.09774176679618,9.0,8.59029241215959,"[[0.0, 0.0], [7.584638339253955, -2.6229345442196603], [1.8930203767830345, -7.082913696684153], [-5.0622355929294995, -6.564696133676754], [-6.499080915693372, 2.3797062187744857], [5.836579704290475, 4.194945834834702], [-4.898067337432205, 7.219512686306181]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d1d25_mind3_s0.json
blue_noise_n7_d1d25_mind3_s1,blue_noise,7,1.25,3.0,4.359774806271148,9.0,8.59029241215959,"[[0.0, 0.0], [4.03347537142557, -7.907259401876844], [-8.57127469811885, 0.2952930092138231], [-1.0146281773707893, -6.374669628445808], [-4.924067540155167, -2.242866897676326], [-1.0663436098395254, 8.611379166492359], [-2.262427383329033, 3.7268027445197003]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d1d25_mind3_s1.json
blue_noise_n7_d1d25_mind6_s0,blue_noise,7,1.25,6.0,6.824875797413981,9.0,8.59029241215959,"[[0.0, 0.0], [3.666358684908649, -7.4409247190813295], [7.922518278163539, -1.3109251439134453], [-6.935050860534166, 4.5158524399244735], [0.9095324203367562, 8.878515923175728], [-7.197217367281083, -4.313189416837567], [6.846740646943407, 5.5127339747956166]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d1d25_mind6_s0.json
blue_noise_n7_d1d25_mind6_s1,blue_noise,7,1.25,6.0,6.930455669253792,9.0,8.59029241215959,"[[0.0, 0.0], [-4.7590059894296495, -6.424732126639338], [6.881612835017413, 1.2088928609876373], [4.010960403020774, -7.256326950994679], [2.0162950843382856, 6.63066888906129], [-5.570173468532178, 6.70653832972833], [-8.170658834874692, 0.08699795288325009]]",blue-noise sparse 7-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n7_d1d25_mind6_s1.json
blue_noise_n9_d0d75_mind3_s0,blue_noise,9,0.75,3.0,3.8235887487263907,9.0,3.9760782021995817,"[[0.0, 0.0], [-2.7143305903994235, 6.7017025203040514], [4.42881389333729, 7.595001935221043], [-8.50186306079568, 1.7708622512887884], [-3.392252564042702, -1.9355056946907394], [7.7090590977908695, 1.3679714222806192], [-4.243035037425493, -7.546705448490455], [-8.584122177203614, -2.0518415506235224], [4.823253790318079, -6.007144612524696]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d0d75_mind3_s0.json
blue_noise_n9_d0d75_mind3_s1,blue_noise,9,0.75,3.0,3.7688842258871253,9.0,3.9760782021995817,"[[0.0, 0.0], [6.894476202501243, -1.3785549883554875], [-3.224595750149335, 1.951017825715502], [0.06491949087671454, 8.088803648598446], [2.8165574981971293, -7.761954580391399], [-2.0161263630542234, -7.346410076416573], [-3.395236367236426, 6.046479163412273], [6.574773426980266, 4.768527499105808], [-8.948418985912722, 0.7850884072395078]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d0d75_mind3_s1.json
blue_noise_n9_d0d75_mind6_s1,blue_noise,9,0.75,6.0,6.095917712640734,9.0,3.9760782021995817,"[[0.0, 0.0], [-7.690225419179969, -4.529826872482568], [-4.438288113217052, 6.5920071525578905], [7.226173994750934, 3.1071751911754437], [3.223500105429353, 7.725907522894691], [3.7758415311363565, -7.8420501305157515], [-2.316380480267935, -8.054285196063574], [-8.564232665439578, 2.0509929703150855], [8.486593746891877, -2.9284817107181653]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d0d75_mind6_s1.json
blue_noise_n9_d1d25_mind3_s0,blue_noise,9,1.25,3.0,3.8235887487263907,9.0,11.044661672776616,"[[0.0, 0.0], [-2.7143305903994235, 6.7017025203040514], [4.42881389333729, 7.595001935221043], [-8.50186306079568, 1.7708622512887884], [-3.392252564042702, -1.9355056946907394], [7.7090590977908695, 1.3679714222806192], [-4.243035037425493, -7.546705448490455], [-8.584122177203614, -2.0518415506235224], [4.823253790318079, -6.007144612524696]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d1d25_mind3_s0.json
blue_noise_n9_d1d25_mind3_s1,blue_noise,9,1.25,3.0,3.7688842258871253,9.0,11.044661672776616,"[[0.0, 0.0], [6.894476202501243, -1.3785549883554875], [-3.224595750149335, 1.951017825715502], [0.06491949087671454, 8.088803648598446], [2.8165574981971293, -7.761954580391399], [-2.0161263630542234, -7.346410076416573], [-3.395236367236426, 6.046479163412273], [6.574773426980266, 4.768527499105808], [-8.948418985912722, 0.7850884072395078]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d1d25_mind3_s1.json
blue_noise_n9_d1d25_mind6_s1,blue_noise,9,1.25,6.0,6.095917712640734,9.0,11.044661672776616,"[[0.0, 0.0], [-7.690225419179969, -4.529826872482568], [-4.438288113217052, 6.5920071525578905], [7.226173994750934, 3.1071751911754437], [3.223500105429353, 7.725907522894691], [3.7758415311363565, -7.8420501305157515], [-2.316380480267935, -8.054285196063574], [-8.564232665439578, 2.0509929703150855], [8.486593746891877, -2.9284817107181653]]",blue-noise sparse 9-hole candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/blue_noise_n9_d1d25_mind6_s1.json
cross_plus_center_n5_d0d75_mind3,cross_plus_center,5,0.75,3.0,3.0,9.0,2.2089323345553233,"[[0.0, 0.0], [-3.0, 0.0], [3.0, 0.0], [0.0, -3.0], [0.0, 3.0]]",5-hole controlled-overlap baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/cross_plus_center_n5_d0d75_mind3.json
cross_plus_center_n5_d0d75_mind6,cross_plus_center,5,0.75,6.0,6.0,9.0,2.2089323345553233,"[[0.0, 0.0], [-6.0, 0.0], [6.0, 0.0], [0.0, -6.0], [0.0, 6.0]]",5-hole controlled-overlap baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/cross_plus_center_n5_d0d75_mind6.json
cross_plus_center_n5_d1d25_mind3,cross_plus_center,5,1.25,3.0,3.0,9.0,6.135923151542564,"[[0.0, 0.0], [-3.0, 0.0], [3.0, 0.0], [0.0, -3.0], [0.0, 3.0]]",5-hole controlled-overlap baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/cross_plus_center_n5_d1d25_mind3.json
cross_plus_center_n5_d1d25_mind6,cross_plus_center,5,1.25,6.0,6.0,9.0,6.135923151542564,"[[0.0, 0.0], [-6.0, 0.0], [6.0, 0.0], [0.0, -6.0], [0.0, 6.0]]",5-hole controlled-overlap baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/cross_plus_center_n5_d1d25_mind6.json
grid3x3_n9_d0d75_mind6,grid3x3,9,0.75,6.0,6.0,9.0,3.9760782021995817,"[[-6.0, -6.0], [0.0, -6.0], [6.0, -6.0], [-6.0, 0.0], [0.0, 0.0], [6.0, 0.0], [-6.0, 6.0], [0.0, 6.0], [6.0, 6.0]]",grid3x3 diagnostic baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/grid3x3_n9_d0d75_mind6.json
grid3x3_n9_d1d25_mind6,grid3x3,9,1.25,6.0,6.0,9.0,11.044661672776616,"[[-6.0, -6.0], [0.0, -6.0], [6.0, -6.0], [-6.0, 0.0], [0.0, 0.0], [6.0, 0.0], [-6.0, 6.0], [0.0, 6.0], [6.0, 6.0]]",current grid baseline,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/grid3x3_n9_d1d25_mind6.json
ring_n3_d0d75_mind3,ring,3,0.75,3.0,4.95,9.0,1.325359400733194,"[[0.0, 0.0], [4.95, 0.0], [-4.95, 6.062001655779399e-16]]",3-hole ring sparse depth-coded candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/ring_n3_d0d75_mind3.json
ring_n3_d1d25_mind3,ring,3,1.25,3.0,4.95,9.0,3.6815538909255388,"[[0.0, 0.0], [4.95, 0.0], [-4.95, 6.062001655779399e-16]]",3-hole ring sparse depth-coded candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/ring_n3_d1d25_mind3.json
ring_n5_d0d75_mind3,ring,5,0.75,3.0,4.95,9.0,2.2089323345553233,"[[0.0, 0.0], [4.95, 0.0], [3.0310008278896993e-16, 4.95], [-4.95, 6.062001655779399e-16], [-9.093002483669098e-16, -4.95]]",5-hole ring sparse depth-coded candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/ring_n5_d0d75_mind3.json
ring_n5_d1d25_mind3,ring,5,1.25,3.0,4.95,9.0,6.135923151542564,"[[0.0, 0.0], [4.95, 0.0], [3.0310008278896993e-16, 4.95], [-4.95, 6.062001655779399e-16], [-9.093002483669098e-16, -4.95]]",5-hole ring sparse depth-coded candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/ring_n5_d1d25_mind3.json
ring_n7_d0d75_mind3,ring,7,0.75,3.0,4.949999999999998,9.0,3.0925052683774528,"[[0.0, 0.0], [4.95, 0.0], [2.4750000000000005, 4.286825748732971], [-2.474999999999999, 4.286825748732972], [-4.95, 6.062001655779399e-16], [-2.4750000000000023, -4.28682574873297], [2.4750000000000005, -4.286825748732971]]",7-hole ring sparse depth-coded candidate,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/masks/candidates/ring_n7_d0d75_mind3.json
