run,method,decode,angle_count,projection_sum,projection_max,detection_limit_mgml,roi_r_squared,final_nll,final_rel,projection_path,system_matrix_path,reconstruction_path,volume_path,note
traditional_5,em_tv,none,5.0,219811.17919474258,54.956781379291606,0.2624586488360177,0.9599576731846905,-419798.9080585986,0.03074650785200292,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/simulation/PMMA_3d0_5.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_5_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/traditional_5_em_tv/reconstruction.png,results/effect_comparison/traditional_5_em_tv/reconstruction.npy,Single-pinhole 5-angle simulation baseline.
mask_5_naive,em_tv,none,5.0,10913099.560159996,1841.6750066928898,10.684616712000466,0.4798225165475597,-28755527.630502343,0.010364901520533888,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/mask/geometry_5_proj_cmask9_grid_p6_d1d25.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_5_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/mask_5_naive_em_tv/reconstruction.png,results/effect_comparison/mask_5_naive_em_tv/reconstruction.npy,9-hole mask projection reconstructed with the single-pinhole matrix.
mask_5_wiener,em_tv,wiener,5.0,12522828.770005569,2856.731033904911,-29.998730098271196,0.5131226123170585,-34603710.392661996,0.013721805261662667,results/effect_comparison/mask_5_wiener_em_tv/decoded_projection.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_5_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/mask_5_wiener_em_tv/reconstruction.png,results/effect_comparison/mask_5_wiener_em_tv/reconstruction.npy,9-hole mask projection decoded by a fixed-shift Wiener baseline before reconstruction.
mask_5_model,em_tv,none,5.0,10913099.560159996,1841.6750066928898,9.776655681337228,0.4529584597639147,-51117115.824029855,0.01697953359668786,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/mask/geometry_5_proj_cmask9_grid_p6_d1d25.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_5_3d_mod30_cmask_grid3x3_n9_p6_d1d25_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/mask_5_model_em_tv/reconstruction.png,results/effect_comparison/mask_5_model_em_tv/reconstruction.npy,9-hole mask projection reconstructed directly with a matching multi-hole system matrix.
traditional_15,em_tv,none,15.0,657307.5738127432,66.89885723062817,0.06325841451519532,0.9943013349695399,-1253522.4406181942,0.011210913302872138,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/simulation/PMMA_3d0_15.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_15_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/traditional_15_em_tv/reconstruction.png,results/effect_comparison/traditional_15_em_tv/reconstruction.npy,Single-pinhole 15-angle conventional comparison.
traditional_45,em_tv,none,45.0,1968367.7353097931,66.89885723062817,0.003945117909206742,0.9993047237081087,-3755498.0162156643,0.007373124234340646,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/projections/simulation/PMMA_3d0_45.npy,/Users/huahai/PARA/Project/XFCT/xfct_maskRecon/data/system_matrix/cij_45_3d_mod30_p1_lim0d5_xy60_z40_att_pmma.npz,results/effect_comparison/traditional_45_em_tv/reconstruction.png,results/effect_comparison/traditional_45_em_tv/reconstruction.npy,Single-pinhole 45-angle conventional upper reference.
